T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
800,Uganda,1985,Balance of Payments: Financial account (millions of US dollars),-48,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
800,Uganda,1995,Balance of Payments: Financial account (millions of US dollars),-204,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
800,Uganda,2010,Balance of Payments: Financial account (millions of US dollars),"-1,113",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
800,Uganda,2015,Balance of Payments: Financial account (millions of US dollars),"-1,267",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
800,Uganda,2021,Balance of Payments: Financial account (millions of US dollars),"-2,978",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
800,Uganda,2022,Balance of Payments: Financial account (millions of US dollars),"-4,210",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,1995,Balance of Payments: Current account (millions of US dollars),"-1,152",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2010,Balance of Payments: Current account (millions of US dollars),"-3,016",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2015,Balance of Payments: Current account (millions of US dollars),"5,035",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2021,Balance of Payments: Current account (millions of US dollars),"-3,882",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2022,Balance of Payments: Current account (millions of US dollars),"7,972",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2023,Balance of Payments: Current account (millions of US dollars),"-9,209",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,1995,Balance of Payments: Capital account (millions of US dollars),6,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2010,Balance of Payments: Capital account (millions of US dollars),188,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2015,Balance of Payments: Capital account (millions of US dollars),456,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2021,Balance of Payments: Capital account (millions of US dollars),15,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2022,Balance of Payments: Capital account (millions of US dollars),183,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2023,Balance of Payments: Capital account (millions of US dollars),145,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,1995,Balance of Payments: Financial account (millions of US dollars),"-1,098",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2010,Balance of Payments: Financial account (millions of US dollars),"-1,463",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2015,Balance of Payments: Financial account (millions of US dollars),"5,096",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2021,Balance of Payments: Financial account (millions of US dollars),"-2,057",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2022,Balance of Payments: Financial account (millions of US dollars),"7,894",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
804,Ukraine,2023,Balance of Payments: Financial account (millions of US dollars),"-7,383",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,1985,Balance of Payments: Current account (millions of US dollars),"3,314",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,1995,Balance of Payments: Current account (millions of US dollars),"-13,436",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2010,Balance of Payments: Current account (millions of US dollars),"-68,894",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2015,Balance of Payments: Current account (millions of US dollars),"-144,834",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2021,Balance of Payments: Current account (millions of US dollars),"-14,886",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2022,Balance of Payments: Current account (millions of US dollars),"-100,436",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2023,Balance of Payments: Current account (millions of US dollars),"-110,393",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,1995,Balance of Payments: Capital account (millions of US dollars),486,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2010,Balance of Payments: Capital account (millions of US dollars),"-1,415",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2015,Balance of Payments: Capital account (millions of US dollars),"-2,836",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2021,Balance of Payments: Capital account (millions of US dollars),"-3,071",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2022,Balance of Payments: Capital account (millions of US dollars),"-3,825",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2023,Balance of Payments: Capital account (millions of US dollars),"-6,825",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,1985,Balance of Payments: Financial account (millions of US dollars),"4,358",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,1995,Balance of Payments: Financial account (millions of US dollars),"-4,522",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2010,Balance of Payments: Financial account (millions of US dollars),"-96,546",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2015,Balance of Payments: Financial account (millions of US dollars),"-162,110",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2021,Balance of Payments: Financial account (millions of US dollars),"-25,830",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2022,Balance of Payments: Financial account (millions of US dollars),"-78,854",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
826,United Kingdom,2023,Balance of Payments: Financial account (millions of US dollars),"-92,624",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
834,United Rep. of Tanzania,1985,Balance of Payments: Current account (millions of US dollars),-375,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
834,United Rep. of Tanzania,1995,Balance of Payments: Current account (millions of US dollars),-590,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
834,United Rep. of Tanzania,2010,Balance of Payments: Current account (millions of US dollars),"-2,211",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
834,United Rep. of Tanzania,2015,Balance of Payments: Current account (millions of US dollars),"-2,619",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2024."
